Date,1 Mo,1.5 Mo,2 Mo,3 Mo,4 Mo,6 Mo,1 Yr,2 Yr,3 Yr,5 Yr,7 Yr,10 Yr,20 Yr,30 Yr
2011-02-07,0.13,,,0.16,,0.18,0.31,0.78,1.28,2.29,3.03,3.68,4.5,4.71
2011-02-08,0.14,,,0.15,,0.18,0.31,0.86,1.4,2.39,3.12,3.75,4.56,4.76
2011-02-09,0.11,,,0.14,,0.18,0.3,0.81,1.34,2.33,3.05,3.65,4.49,4.71
2011-02-10,0.08,,,0.12,,0.16,0.3,0.85,1.4,2.4,3.1,3.7,4.55,4.75
2011-02-11,0.08,,,0.12,,0.16,0.3,0.85,1.4,2.38,3.05,3.64,4.49,4.71
2011-02-14,0.09,,,0.13,,0.17,0.3,0.87,1.41,2.37,3.04,3.62,4.46,4.67
2011-02-15,0.11,,,0.13,,0.17,0.3,0.84,1.39,2.35,3.03,3.61,4.45,4.66
2011-02-16,0.1,,,0.12,,0.16,0.29,0.86,1.4,2.37,3.04,3.62,4.46,4.67
2011-02-17,0.08,,,0.09,,0.15,0.27,0.8,1.33,2.3,2.99,3.58,4.44,4.66
2011-02-18,0.08,,,0.1,,0.15,0.28,0.78,1.32,2.3,2.99,3.59,4.46,4.7
2011-02-22,0.1,,,0.12,,0.16,0.28,0.74,1.22,2.16,2.85,3.46,4.35,4.6
2011-02-23,0.12,,,0.12,,0.16,0.27,0.74,1.25,2.21,2.89,3.49,4.34,4.59
2011-02-24,0.13,,,0.13,,0.16,0.26,0.73,1.24,2.19,2.87,3.46,4.29,4.54
2011-02-25,0.12,,,0.13,,0.16,0.27,0.72,1.22,2.16,2.84,3.42,4.26,4.51
2011-02-28,0.13,,,0.15,,0.18,0.25,0.69,1.18,2.13,2.82,3.42,4.25,4.49
2011-03-01,0.07,,,0.14,,0.16,0.25,0.66,1.15,2.11,2.81,3.41,4.24,4.48
2011-03-02,0.12,,,0.13,,0.17,0.26,0.69,1.18,2.16,2.86,3.46,4.3,4.54
2011-03-03,0.12,,,0.13,,0.16,0.29,0.79,1.32,2.3,3.0,3.58,4.4,4.64
2011-03-04,0.11,,,0.12,,0.16,0.26,0.68,1.2,2.17,2.88,3.49,4.34,4.6
2011-03-07,0.1,,,0.11,,0.16,0.25,0.7,1.22,2.19,2.9,3.51,4.36,4.61
2011-03-08,0.07,,,0.11,,0.16,0.26,0.73,1.27,2.22,2.93,3.56,4.41,4.66
2011-03-09,0.07,,,0.1,,0.15,0.26,0.7,1.21,2.16,2.86,3.48,4.35,4.6
2011-03-10,0.04,,,0.08,,0.14,0.25,0.65,1.13,2.05,2.74,3.37,4.25,4.53
2011-03-11,0.04,,,0.08,,0.13,0.24,0.64,1.12,2.06,2.76,3.4,4.29,4.54
2011-03-14,0.05,,,0.09,,0.14,0.22,0.61,1.07,2.0,2.7,3.36,4.25,4.52
2011-03-15,0.07,,,0.1,,0.14,0.23,0.63,1.08,2.0,2.68,3.33,4.21,4.47
2011-03-16,0.06,,,0.1,,0.14,0.21,0.58,0.98,1.87,2.56,3.22,4.11,4.38
2011-03-17,0.06,,,0.08,,0.14,0.24,0.6,1.02,1.91,2.59,3.25,4.15,4.42
2011-03-18,0.06,,,0.07,,0.14,0.23,0.61,1.05,1.96,2.64,3.28,4.17,4.43
2011-03-21,0.06,,,0.1,,0.16,0.25,0.67,1.12,2.04,2.72,3.34,4.2,4.45
2011-03-22,0.07,,,0.1,,0.16,0.25,0.68,1.14,2.07,2.73,3.34,4.19,4.44
2011-03-23,0.06,,,0.09,,0.15,0.24,0.69,1.13,2.07,2.75,3.36,4.2,4.44
2011-03-24,0.04,,,0.09,,0.17,0.26,0.72,1.19,2.14,2.82,3.42,4.25,4.48
2011-03-25,0.04,,,0.09,,0.18,0.3,0.79,1.26,2.2,2.87,3.46,4.28,4.51
2011-03-28,0.04,,,0.11,,0.18,0.3,0.81,1.29,2.23,2.89,3.47,4.28,4.51
2011-03-29,0.06,,,0.1,,0.17,0.31,0.81,1.31,2.25,2.92,3.5,4.31,4.54
2011-03-30,0.03,,,0.1,,0.17,0.3,0.8,1.28,2.21,2.87,3.47,4.29,4.52
2011-03-31,0.05,,,0.09,,0.17,0.3,0.8,1.29,2.24,2.9,3.47,4.29,4.51
2011-04-01,0.03,,,0.07,,0.15,0.27,0.8,1.31,2.24,2.9,3.46,4.27,4.48
2011-04-04,0.02,,,0.06,,0.13,0.24,0.77,1.24,2.2,2.86,3.45,4.27,4.49
2011-04-05,0.05,,,0.07,,0.15,0.3,0.84,1.33,2.28,2.93,3.5,4.3,4.51
2011-04-06,0.03,,,0.06,,0.14,0.29,0.85,1.36,2.32,2.98,3.56,4.37,4.58
2011-04-07,0.03,,,0.04,,0.12,0.27,0.81,1.31,2.29,2.97,3.58,4.41,4.63
2011-04-08,0.02,,,0.04,,0.12,0.27,0.83,1.34,2.31,2.99,3.59,4.41,4.63
2011-04-11,0.02,,,0.05,,0.12,0.26,0.85,1.35,2.31,2.98,3.59,4.42,4.64
2011-04-12,0.02,,,0.05,,0.11,0.24,0.77,1.28,2.22,2.89,3.52,4.35,4.58
2011-04-13,0.03,,,0.06,,0.11,0.23,0.75,1.26,2.19,2.86,3.49,4.33,4.55
2011-04-14,0.04,,,0.07,,0.13,0.25,0.77,1.27,2.23,2.88,3.51,4.32,4.53
2011-04-15,0.04,,,0.07,,0.12,0.24,0.71,1.2,2.14,2.81,3.43,4.25,4.47
2011-04-18,0.03,,,0.07,,0.11,0.24,0.69,1.14,2.09,2.77,3.4,4.22,4.45
2011-04-19,0.04,,,0.06,,0.11,0.24,0.68,1.13,2.09,2.76,3.39,4.2,4.43
2011-04-20,0.04,,,0.06,,0.11,0.24,0.69,1.17,2.15,2.81,3.43,4.24,4.47
2011-04-21,0.03,,,0.06,,0.11,0.23,0.68,1.16,2.14,2.79,3.42,4.24,4.47
2011-04-25,0.03,,,0.07,,0.12,0.23,0.67,1.13,2.1,2.76,3.39,4.22,4.46
2011-04-26,0.02,,,0.07,,0.11,0.22,0.65,1.09,2.05,2.71,3.34,4.16,4.39
2011-04-27,0.03,,,0.06,,0.11,0.22,0.65,1.09,2.06,2.74,3.39,4.21,4.45
2011-04-28,0.02,,,0.04,,0.1,0.23,0.62,1.03,2.0,2.69,3.34,4.18,4.42
2011-04-29,0.02,,,0.04,,0.11,0.22,0.61,1.01,1.97,2.66,3.32,4.15,4.4
2011-05-02,0.02,,,0.05,,0.1,0.22,0.61,1.01,1.96,2.66,3.31,4.14,4.38
2011-05-03,0.02,,,0.03,,0.09,0.2,0.61,1.01,1.96,2.64,3.28,4.11,4.36
2011-05-04,0.02,,,0.03,,0.07,0.19,0.6,1.0,1.95,2.61,3.25,4.08,4.33
2011-05-05,0.01,,,0.02,,0.07,0.2,0.58,0.97,1.88,2.54,3.18,4.0,4.26
2011-05-06,0.02,,,0.02,,0.07,0.18,0.57,0.96,1.87,2.54,3.19,4.03,4.29
2011-05-09,0.01,,,0.03,,0.07,0.17,0.57,0.94,1.84,2.51,3.17,4.03,4.3
2011-05-10,0.02,,,0.03,,0.07,0.19,0.59,1.03,1.91,2.57,3.23,4.07,4.34
2011-05-11,0.01,,,0.03,,0.07,0.18,0.56,0.96,1.87,2.53,3.19,4.04,4.31
2011-05-12,0.01,,,0.02,,0.07,0.18,0.57,0.98,1.89,2.56,3.22,4.07,4.37
2011-05-13,0.01,,,0.03,,0.08,0.19,0.57,0.96,1.86,2.53,3.18,4.03,4.32
2011-05-16,0.02,,,0.04,,0.07,0.18,0.54,0.93,1.83,2.5,3.15,3.99,4.28
2011-05-17,0.03,,,0.04,,0.07,0.19,0.55,0.91,1.8,2.47,3.12,3.94,4.23
2011-05-18,0.03,,,0.05,,0.08,0.19,0.58,0.97,1.87,2.53,3.18,4.0,4.29
2011-05-19,0.02,,,0.05,,0.1,0.19,0.55,0.94,1.85,2.53,3.17,4.01,4.3
2011-05-20,0.03,,,0.05,,0.1,0.18,0.55,0.92,1.82,2.5,3.15,4.0,4.3
2011-05-23,0.03,,,0.06,,0.1,0.2,0.55,0.91,1.8,2.47,3.13,3.97,4.27
2011-05-24,0.04,,,0.06,,0.11,0.2,0.56,0.91,1.81,2.47,3.12,3.96,4.26
2011-05-25,0.04,,,0.06,,0.1,0.18,0.54,0.9,1.81,2.47,3.13,3.99,4.28
2011-05-26,0.04,,,0.05,,0.1,0.18,0.48,0.83,1.72,2.4,3.07,3.93,4.23
2011-05-27,0.04,,,0.05,,0.11,0.18,0.48,0.81,1.71,2.39,3.07,3.94,4.24
2011-05-31,0.04,,,0.06,,0.12,0.18,0.45,0.79,1.68,2.37,3.05,3.91,4.22
2011-06-01,0.04,,,0.05,,0.11,0.18,0.44,0.74,1.6,2.28,2.96,3.83,4.15
2011-06-02,0.04,,,0.04,,0.11,0.19,0.45,0.78,1.65,2.34,3.04,3.92,4.25
2011-06-03,0.04,,,0.04,,0.1,0.18,0.42,0.75,1.6,2.28,2.99,3.9,4.22
2011-06-06,0.03,,,0.05,,0.1,0.18,0.43,0.74,1.6,2.29,3.01,3.92,4.25
2011-06-07,0.01,,,0.05,,0.11,0.18,0.39,0.74,1.59,2.29,3.01,3.94,4.27
2011-06-08,0.01,,,0.04,,0.11,0.18,0.39,0.68,1.52,2.24,2.98,3.88,4.2
2011-06-09,0.02,,,0.05,,0.1,0.19,0.43,0.73,1.6,2.3,3.01,3.91,4.22
2011-06-10,0.02,,,0.05,,0.1,0.19,0.41,0.71,1.58,2.28,2.99,3.87,4.18
2011-06-13,0.02,,,0.05,,0.11,0.18,0.4,0.72,1.59,2.3,3.0,3.89,4.2
2011-06-14,0.03,,,0.05,,0.11,0.19,0.45,0.79,1.7,2.41,3.11,4.0,4.3
2011-06-15,0.02,,,0.05,,0.11,0.19,0.38,0.68,1.55,2.26,2.98,3.89,4.19
2011-06-16,0.02,,,0.05,,0.11,0.18,0.38,0.68,1.52,2.22,2.93,3.84,4.16
2011-06-17,0.02,,,0.04,,0.1,0.17,0.38,0.68,1.53,2.23,2.94,3.86,4.19
2011-06-20,0.02,,,0.03,,0.1,0.18,0.38,0.68,1.55,2.25,2.97,3.87,4.19
2011-06-21,0.01,,,0.03,,0.1,0.18,0.4,0.69,1.57,2.27,2.99,3.9,4.21
2011-06-22,0.01,,,0.02,,0.09,0.16,0.39,0.68,1.58,2.29,3.01,3.91,4.22
2011-06-23,0.01,,,0.01,,0.07,0.15,0.35,0.62,1.48,2.19,2.93,3.84,4.17
2011-06-24,0.01,,,0.02,,0.07,0.16,0.35,0.57,1.4,2.13,2.88,3.83,4.17
2011-06-27,0.01,,,0.02,,0.1,0.18,0.41,0.64,1.47,2.19,2.95,3.94,4.28
2011-06-28,0.01,,,0.03,,0.11,0.21,0.48,0.75,1.62,2.33,3.05,4.01,4.33
2011-06-29,0.01,,,0.02,,0.11,0.19,0.47,0.79,1.7,2.44,3.14,4.08,4.39
2011-06-30,0.01,,,0.03,,0.1,0.19,0.45,0.81,1.76,2.5,3.18,4.09,4.38
2011-07-01,0.01,,,0.02,,0.1,0.2,0.5,0.85,1.8,2.54,3.22,4.12,4.4
2011-07-05,0.01,,,0.02,,0.08,0.19,0.44,0.77,1.7,2.46,3.16,4.09,4.39
2011-07-06,0.01,,,0.01,,0.06,0.19,0.43,0.75,1.66,2.41,3.12,4.05,4.35
2011-07-07,0.03,,,0.03,,0.07,0.2,0.49,0.83,1.74,2.48,3.17,4.08,4.37
2011-07-08,0.03,,,0.03,,0.07,0.17,0.4,0.7,1.57,2.32,3.03,3.97,4.27
2011-07-11,0.02,,,0.03,,0.07,0.17,0.37,0.64,1.49,2.22,2.94,3.88,4.2
2011-07-12,0.01,,,0.03,,0.07,0.18,0.37,0.63,1.47,2.2,2.92,3.86,4.19
2011-07-13,0.01,,,0.01,,0.05,0.16,0.37,0.62,1.45,2.18,2.92,3.85,4.17
2011-07-14,0.01,,,0.01,,0.05,0.15,0.38,0.66,1.51,2.24,2.98,3.92,4.25
2011-07-15,0.02,,,0.02,,0.05,0.15,0.37,0.62,1.46,2.19,2.94,3.92,4.26
2011-07-18,0.01,,,0.02,,0.06,0.15,0.37,0.62,1.45,2.18,2.94,3.95,4.29
2011-07-19,0.02,,,0.03,,0.07,0.17,0.39,0.63,1.45,2.17,2.91,3.86,4.19
2011-07-20,0.01,,,0.02,,0.08,0.19,0.4,0.64,1.49,2.22,2.96,3.92,4.25
2011-07-21,0.04,,,0.05,,0.09,0.2,0.4,0.69,1.56,2.3,3.03,3.98,4.31
2011-07-22,0.05,,,0.05,,0.09,0.2,0.4,0.66,1.53,2.26,2.99,3.93,4.26
2011-07-25,0.05,,,0.05,,0.1,0.2,0.42,0.69,1.55,2.29,3.03,3.98,4.31
2011-07-26,0.07,,,0.07,,0.11,0.21,0.41,0.66,1.51,2.25,2.99,3.94,4.28
2011-07-27,0.08,,,0.08,,0.12,0.21,0.44,0.71,1.56,2.28,3.01,3.95,4.29
2011-07-28,0.1,,,0.07,,0.13,0.21,0.42,0.68,1.52,2.26,2.98,3.93,4.26
2011-07-29,0.16,,,0.1,,0.16,0.2,0.36,0.55,1.35,2.09,2.82,3.77,4.12
2011-08-01,0.13,,,0.1,,0.16,0.22,0.38,0.55,1.32,2.05,2.77,3.72,4.07
2011-08-02,0.05,,,0.06,,0.13,0.17,0.33,0.5,1.23,1.94,2.66,3.59,3.93
2011-08-03,0.01,,,0.02,,0.08,0.16,0.33,0.52,1.25,1.94,2.64,3.55,3.89
2011-08-04,0.01,,,0.02,,0.05,0.12,0.27,0.44,1.12,1.78,2.47,3.37,3.7
2011-08-05,0.01,,,0.01,,0.05,0.11,0.28,0.49,1.23,1.91,2.58,3.49,3.82
2011-08-08,0.02,,,0.05,,0.07,0.12,0.27,0.45,1.11,1.75,2.4,3.31,3.68
2011-08-09,0.02,,,0.03,,0.06,0.11,0.19,0.33,0.91,1.53,2.2,3.17,3.56
2011-08-10,0.02,,,0.02,,0.06,0.09,0.19,0.33,0.93,1.52,2.17,3.08,3.54
2011-08-11,0.01,,,0.03,,0.08,0.1,0.19,0.34,1.02,1.65,2.34,3.34,3.82
2011-08-12,0.01,,,0.02,,0.07,0.11,0.2,0.32,0.96,1.56,2.24,3.24,3.72
2011-08-15,0.0,,,0.02,,0.08,0.12,0.19,0.34,0.99,1.6,2.29,3.29,3.75
2011-08-16,0.02,,,0.03,,0.07,0.12,0.2,0.33,0.95,1.54,2.23,3.23,3.67
2011-08-17,0.01,,,0.01,,0.06,0.12,0.19,0.33,0.92,1.48,2.17,3.14,3.57
2011-08-18,0.01,,,0.01,,0.05,0.1,0.2,0.33,0.9,1.43,2.08,3.02,3.45
2011-08-19,0.0,,,0.02,,0.04,0.1,0.2,0.34,0.9,1.43,2.07,2.97,3.39
2011-08-22,0.01,,,0.01,,0.04,0.09,0.22,0.37,0.94,1.47,2.1,3.0,3.42
2011-08-23,0.01,,,0.01,,0.04,0.1,0.22,0.38,0.95,1.5,2.15,3.06,3.47
2011-08-24,0.02,,,0.02,,0.04,0.11,0.23,0.41,1.05,1.62,2.29,3.23,3.63
2011-08-25,0.01,,,0.01,,0.03,0.1,0.22,0.37,0.98,1.57,2.23,3.17,3.6
2011-08-26,0.0,,,0.01,,0.02,0.09,0.2,0.33,0.94,1.52,2.19,3.13,3.54
2011-08-29,0.0,,,0.02,,0.05,0.09,0.2,0.35,0.99,1.6,2.28,3.22,3.63
2011-08-30,0.01,,,0.01,,0.05,0.09,0.2,0.33,0.94,1.52,2.19,3.12,3.53
2011-08-31,0.01,,,0.02,,0.05,0.1,0.2,0.33,0.96,1.56,2.23,3.19,3.6
2011-09-01,0.02,,,0.02,,0.05,0.1,0.19,0.31,0.9,1.49,2.15,3.1,3.51
2011-09-02,0.02,,,0.02,,0.05,0.1,0.2,0.33,0.88,1.41,2.02,2.92,3.32
2011-09-06,0.02,,,0.02,,0.07,0.13,0.21,0.33,0.88,1.4,1.98,2.86,3.26
2011-09-07,0.0,,,0.02,,0.06,0.11,0.21,0.34,0.92,1.45,2.05,2.96,3.36
2011-09-08,0.01,,,0.02,,0.07,0.12,0.19,0.33,0.88,1.41,2.0,2.92,3.32
2011-09-09,0.0,,,0.01,,0.05,0.11,0.17,0.31,0.81,1.34,1.93,2.86,3.26
2011-09-12,0.01,,,0.01,,0.05,0.11,0.21,0.35,0.87,1.38,1.94,2.84,3.24
2011-09-13,0.0,,,0.01,,0.05,0.1,0.21,0.35,0.89,1.42,2.0,2.92,3.32
2011-09-14,0.0,,,0.01,,0.03,0.09,0.19,0.35,0.91,1.45,2.03,2.92,3.32
2011-09-15,0.0,,,0.01,,0.03,0.1,0.21,0.35,0.95,1.51,2.09,2.97,3.36
2011-09-16,0.01,,,0.01,,0.02,0.09,0.18,0.33,0.94,1.5,2.08,2.96,3.34
2011-09-19,0.0,,,0.01,,0.04,0.08,0.16,0.29,0.85,1.4,1.97,2.84,3.22
2011-09-20,0.0,,,0.01,,0.03,0.09,0.18,0.3,0.85,1.39,1.95,2.82,3.2
2011-09-21,0.01,,,0.01,,0.04,0.11,0.21,0.37,0.88,1.36,1.88,2.69,3.03
2011-09-22,0.0,,,0.0,,0.03,0.1,0.2,0.34,0.79,1.24,1.72,2.48,2.78
2011-09-23,0.0,,,0.01,,0.02,0.1,0.23,0.37,0.89,1.35,1.84,2.59,2.89
2011-09-26,0.0,,,0.02,,0.03,0.1,0.25,0.39,0.92,1.41,1.91,2.69,2.99
2011-09-27,0.0,,,0.01,,0.04,0.1,0.25,0.42,0.97,1.49,2.0,2.79,3.08
2011-09-28,0.0,,,0.02,,0.04,0.12,0.27,0.42,0.99,1.5,2.03,2.82,3.1
2011-09-29,0.0,,,0.02,,0.05,0.11,0.27,0.43,0.98,1.48,1.99,2.76,3.03
2011-09-30,0.02,,,0.02,,0.06,0.13,0.25,0.42,0.96,1.43,1.92,2.66,2.9
2011-10-03,0.01,,,0.02,,0.06,0.12,0.24,0.39,0.87,1.33,1.8,2.51,2.76
2011-10-04,0.01,,,0.01,,0.04,0.11,0.25,0.4,0.9,1.35,1.81,2.53,2.77
2011-10-05,0.0,,,0.0,,0.03,0.1,0.25,0.43,0.96,1.45,1.92,2.62,2.87
2011-10-06,0.01,,,0.01,,0.03,0.09,0.29,0.46,1.01,1.52,2.01,2.71,2.96
2011-10-07,0.01,,,0.01,,0.04,0.11,0.3,0.5,1.08,1.61,2.1,2.78,3.02
2011-10-11,0.01,,,0.02,,0.05,0.12,0.32,0.54,1.14,1.68,2.18,2.87,3.11
2011-10-12,0.01,,,0.02,,0.06,0.09,0.29,0.54,1.17,1.72,2.24,2.94,3.19
2011-10-13,0.02,,,0.02,,0.05,0.11,0.29,0.51,1.11,1.67,2.19,2.9,3.15
2011-10-14,0.02,,,0.02,,0.06,0.11,0.28,0.5,1.12,1.71,2.26,2.97,3.22
2011-10-17,0.02,,,0.04,,0.06,0.12,0.28,0.48,1.08,1.65,2.18,2.88,3.13
2011-10-18,0.02,,,0.04,,0.07,0.12,0.28,0.47,1.07,1.64,2.19,2.91,3.17
2011-10-19,0.01,,,0.03,,0.06,0.11,0.28,0.46,1.05,1.62,2.18,2.9,3.17
2011-10-20,0.02,,,0.03,,0.06,0.12,0.28,0.46,1.07,1.64,2.2,2.92,3.19
2011-10-21,0.01,,,0.02,,0.05,0.12,0.3,0.46,1.08,1.66,2.23,2.98,3.26
2011-10-24,0.01,,,0.02,,0.06,0.11,0.3,0.47,1.1,1.7,2.25,3.0,3.27
2011-10-25,0.01,,,0.01,,0.06,0.11,0.26,0.43,1.01,1.6,2.14,2.86,3.13
2011-10-26,0.01,,,0.02,,0.06,0.13,0.28,0.48,1.09,1.68,2.23,2.95,3.22
2011-10-27,0.02,,,0.02,,0.07,0.14,0.31,0.53,1.2,1.83,2.42,3.18,3.45
2011-10-28,0.02,,,0.01,,0.06,0.13,0.28,0.5,1.13,1.74,2.34,3.09,3.36
2011-10-31,0.02,,,0.01,,0.06,0.12,0.25,0.41,0.99,1.58,2.17,2.89,3.16
2011-11-01,0.01,,,0.01,,0.05,0.13,0.23,0.38,0.9,1.45,2.01,2.73,2.99
2011-11-02,0.01,,,0.01,,0.04,0.11,0.23,0.37,0.89,1.44,2.03,2.75,3.03
2011-11-03,0.01,,,0.01,,0.04,0.11,0.24,0.39,0.91,1.48,2.09,2.83,3.1
2011-11-04,0.01,,,0.01,,0.03,0.11,0.22,0.37,0.88,1.45,2.06,2.81,3.09
2011-11-07,0.01,,,0.01,,0.04,0.09,0.25,0.38,0.88,1.44,2.04,2.77,3.05
2011-11-08,0.01,,,0.01,,0.03,0.1,0.25,0.39,0.92,1.5,2.1,2.84,3.13
2011-11-09,0.01,,,0.01,,0.04,0.1,0.24,0.37,0.88,1.41,2.0,2.73,3.03
2011-11-10,0.01,,,0.01,,0.03,0.1,0.24,0.38,0.9,1.45,2.04,2.8,3.12
2011-11-14,0.01,,,0.01,,0.04,0.09,0.24,0.39,0.91,1.46,2.04,2.77,3.09
2011-11-15,0.01,,,0.01,,0.05,0.11,0.26,0.4,0.93,1.48,2.06,2.79,3.1
2011-11-16,0.01,,,0.01,,0.04,0.11,0.26,0.4,0.9,1.44,2.01,2.73,3.05
2011-11-17,0.01,,,0.02,,0.04,0.1,0.27,0.4,0.88,1.41,1.96,2.66,2.98
2011-11-18,0.02,,,0.01,,0.04,0.12,0.29,0.43,0.94,1.48,2.01,2.69,2.99
2011-11-21,0.02,,,0.02,,0.05,0.11,0.27,0.41,0.92,1.45,1.97,2.65,2.96
2011-11-22,0.02,,,0.02,,0.06,0.11,0.26,0.4,0.91,1.42,1.94,2.6,2.91
2011-11-23,0.02,,,0.02,,0.06,0.12,0.26,0.4,0.88,1.38,1.89,2.53,2.82
2011-11-25,0.02,,,0.02,,0.07,0.13,0.28,0.41,0.93,1.45,1.97,2.62,2.92
2011-11-28,0.02,,,0.03,,0.07,0.13,0.26,0.39,0.91,1.44,1.97,2.63,2.93
2011-11-29,0.02,,,0.02,,0.05,0.14,0.27,0.4,0.93,1.48,2.0,2.66,2.96
2011-11-30,0.02,,,0.01,,0.06,0.12,0.25,0.41,0.96,1.53,2.08,2.77,3.06
2011-12-01,0.02,,,0.01,,0.05,0.12,0.27,0.41,0.97,1.55,2.11,2.82,3.12
2011-12-02,0.02,,,0.02,,0.06,0.12,0.25,0.39,0.92,1.49,2.05,2.74,3.03
2011-12-05,0.01,,,0.01,,0.05,0.11,0.27,0.4,0.93,1.49,2.04,2.73,3.02
2011-12-06,0.0,,,0.01,,0.04,0.11,0.25,0.41,0.94,1.52,2.08,2.74,3.09
2011-12-07,0.0,,,0.02,,0.05,0.11,0.24,0.36,0.89,1.46,2.02,2.74,3.04
2011-12-08,0.0,,,0.01,,0.04,0.1,0.22,0.35,0.86,1.41,1.99,2.7,3.0
2011-12-09,0.0,,,0.01,,0.05,0.11,0.22,0.37,0.89,1.48,2.07,2.79,3.1
2011-12-12,0.0,,,0.01,,0.05,0.1,0.24,0.36,0.87,1.45,2.03,2.75,3.06
2011-12-13,0.0,,,0.01,,0.06,0.11,0.24,0.35,0.85,1.4,1.96,2.66,2.98
2011-12-14,0.0,,,0.01,,0.05,0.12,0.25,0.36,0.86,1.38,1.92,2.59,2.91
2011-12-15,0.0,,,0.0,,0.05,0.12,0.26,0.37,0.86,1.38,1.92,2.6,2.92
2011-12-16,0.0,,,0.0,,0.04,0.11,0.24,0.35,0.81,1.32,1.86,2.54,2.86
2011-12-19,0.0,,,0.01,,0.04,0.11,0.24,0.36,0.82,1.3,1.82,2.48,2.79
2011-12-20,0.0,,,0.01,,0.04,0.12,0.26,0.39,0.88,1.39,1.94,2.61,2.93
2011-12-21,0.0,,,0.01,,0.04,0.13,0.28,0.4,0.91,1.44,1.98,2.67,3.0
2011-12-22,0.0,,,0.01,,0.03,0.12,0.28,0.41,0.91,1.43,1.97,2.67,2.99
2011-12-23,0.0,,,0.01,,0.04,0.12,0.28,0.45,0.97,1.49,2.03,2.73,3.05
2011-12-27,0.01,,,0.02,,0.06,0.12,0.3,0.45,0.96,1.49,2.02,2.72,3.04
2011-12-28,0.0,,,0.01,,0.05,0.12,0.28,0.42,0.91,1.41,1.93,2.59,2.91
2011-12-29,0.0,,,0.02,,0.07,0.12,0.28,0.41,0.88,1.38,1.91,2.58,2.9
2011-12-30,0.01,,,0.02,,0.06,0.12,0.25,0.36,0.83,1.35,1.89,2.57,2.89
