Date,1 Mo,1.5 Mo,2 Mo,3 Mo,4 Mo,6 Mo,1 Yr,2 Yr,3 Yr,5 Yr,7 Yr,10 Yr,20 Yr,30 Yr
2013-02-07,0.03,,,0.07,,0.11,0.15,0.25,0.39,0.83,1.34,1.99,2.78,3.17
2013-02-08,0.03,,,0.07,,0.11,0.14,0.25,0.39,0.84,1.34,1.99,2.79,3.17
2013-02-11,0.05,,,0.09,,0.12,0.15,0.27,0.4,0.85,1.35,1.99,2.78,3.16
2013-02-12,0.08,,,0.09,,0.12,0.14,0.29,0.41,0.88,1.38,2.02,2.81,3.19
2013-02-13,0.09,,,0.1,,0.12,0.15,0.29,0.44,0.92,1.43,2.05,2.86,3.23
2013-02-14,0.1,,,0.11,,0.13,0.16,0.27,0.42,0.86,1.37,2.0,2.79,3.17
2013-02-15,0.09,,,0.1,,0.13,0.17,0.29,0.42,0.87,1.38,2.01,2.8,3.18
2013-02-19,0.09,,,0.12,,0.13,0.17,0.29,0.44,0.89,1.41,2.03,2.83,3.21
2013-02-20,0.12,,,0.12,,0.13,0.17,0.27,0.42,0.88,1.38,2.02,2.82,3.2
2013-02-21,0.12,,,0.13,,0.13,0.16,0.26,0.4,0.86,1.36,1.99,2.79,3.17
2013-02-22,0.11,,,0.13,,0.14,0.16,0.27,0.4,0.84,1.34,1.97,2.77,3.15
2013-02-25,0.09,,,0.12,,0.14,0.16,0.25,0.37,0.78,1.25,1.88,2.69,3.08
2013-02-26,0.11,,,0.14,,0.14,0.17,0.25,0.37,0.78,1.25,1.88,2.69,3.08
2013-02-27,0.11,,,0.11,,0.13,0.17,0.27,0.36,0.78,1.28,1.91,2.72,3.11
2013-02-28,0.07,,,0.11,,0.13,0.17,0.25,0.36,0.77,1.26,1.89,2.71,3.1
2013-03-01,0.07,,,0.11,,0.12,0.16,0.25,0.35,0.75,1.23,1.86,2.68,3.06
2013-03-04,0.07,,,0.11,,0.12,0.16,0.24,0.35,0.76,1.25,1.88,2.7,3.08
2013-03-05,0.09,,,0.08,,0.12,0.15,0.25,0.36,0.77,1.27,1.9,2.72,3.1
2013-03-06,0.09,,,0.1,,0.12,0.15,0.25,0.38,0.81,1.31,1.95,2.77,3.15
2013-03-07,0.1,,,0.1,,0.11,0.15,0.25,0.4,0.85,1.36,2.0,2.82,3.2
2013-03-08,0.09,,,0.1,,0.11,0.15,0.27,0.42,0.9,1.43,2.06,2.89,3.25
2013-03-11,0.09,,,0.1,,0.12,0.15,0.27,0.43,0.9,1.43,2.07,2.89,3.26
2013-03-12,0.1,,,0.1,,0.12,0.15,0.27,0.41,0.88,1.4,2.03,2.85,3.22
2013-03-13,0.09,,,0.09,,0.12,0.15,0.27,0.42,0.89,1.41,2.04,2.85,3.22
2013-03-14,0.08,,,0.1,,0.12,0.15,0.27,0.42,0.88,1.4,2.04,2.87,3.25
2013-03-15,0.07,,,0.09,,0.11,0.14,0.25,0.4,0.84,1.35,2.01,2.85,3.22
2013-03-18,0.07,,,0.07,,0.11,0.15,0.26,0.38,0.81,1.31,1.96,2.79,3.18
2013-03-19,0.08,,,0.07,,0.11,0.15,0.24,0.37,0.79,1.28,1.92,2.75,3.13
2013-03-20,0.08,,,0.07,,0.11,0.15,0.26,0.38,0.81,1.32,1.96,2.8,3.19
2013-03-21,0.08,,,0.07,,0.11,0.14,0.27,0.38,0.81,1.3,1.95,2.77,3.15
2013-03-22,0.07,,,0.07,,0.11,0.14,0.26,0.39,0.8,1.29,1.93,2.75,3.13
2013-03-25,0.06,,,0.08,,0.11,0.14,0.24,0.38,0.8,1.28,1.93,2.76,3.14
2013-03-26,0.08,,,0.07,,0.11,0.14,0.25,0.38,0.79,1.27,1.92,2.75,3.13
2013-03-27,0.06,,,0.09,,0.12,0.14,0.25,0.36,0.76,1.22,1.87,2.71,3.09
2013-03-28,0.04,,,0.07,,0.11,0.14,0.25,0.36,0.77,1.24,1.87,2.71,3.1
2013-04-01,0.06,,,0.08,,0.11,0.14,0.23,0.36,0.76,1.23,1.86,2.7,3.08
2013-04-02,0.06,,,0.07,,0.11,0.14,0.25,0.36,0.78,1.26,1.88,2.72,3.1
2013-04-03,0.06,,,0.06,,0.1,0.13,0.24,0.34,0.73,1.2,1.83,2.66,3.05
2013-04-04,0.07,,,0.07,,0.1,0.13,0.22,0.33,0.69,1.15,1.78,2.6,2.99
2013-04-05,0.05,,,0.07,,0.1,0.13,0.24,0.33,0.68,1.12,1.72,2.5,2.87
2013-04-08,0.05,,,0.07,,0.1,0.13,0.24,0.34,0.71,1.15,1.76,2.54,2.91
2013-04-09,0.06,,,0.06,,0.1,0.13,0.24,0.34,0.7,1.16,1.78,2.57,2.94
2013-04-10,0.07,,,0.07,,0.1,0.12,0.24,0.36,0.74,1.21,1.84,2.63,3.01
2013-04-11,0.06,,,0.07,,0.1,0.12,0.24,0.35,0.74,1.2,1.82,2.62,3.01
2013-04-12,0.05,,,0.06,,0.09,0.11,0.22,0.33,0.7,1.14,1.75,2.54,2.92
2013-04-15,0.04,,,0.06,,0.09,0.12,0.22,0.32,0.69,1.12,1.72,2.5,2.88
2013-04-16,0.06,,,0.06,,0.09,0.13,0.24,0.33,0.71,1.15,1.75,2.53,2.91
2013-04-17,0.05,,,0.06,,0.09,0.13,0.24,0.35,0.71,1.13,1.73,2.51,2.89
2013-04-18,0.03,,,0.05,,0.09,0.12,0.24,0.35,0.71,1.13,1.72,2.49,2.87
2013-04-19,0.04,,,0.05,,0.09,0.12,0.24,0.35,0.72,1.14,1.73,2.5,2.88
2013-04-22,0.04,,,0.05,,0.09,0.12,0.24,0.35,0.7,1.13,1.72,2.5,2.88
2013-04-23,0.04,,,0.05,,0.09,0.12,0.23,0.35,0.71,1.14,1.74,2.52,2.9
2013-04-24,0.05,,,0.06,,0.09,0.13,0.23,0.34,0.7,1.13,1.73,2.5,2.89
2013-04-25,0.04,,,0.05,,0.08,0.12,0.23,0.35,0.71,1.15,1.74,2.52,2.91
2013-04-26,0.04,,,0.05,,0.09,0.12,0.22,0.32,0.68,1.1,1.7,2.47,2.87
2013-04-29,0.03,,,0.05,,0.08,0.12,0.2,0.32,0.68,1.1,1.7,2.49,2.88
2013-04-30,0.03,,,0.05,,0.09,0.11,0.22,0.32,0.68,1.11,1.7,2.49,2.88
2013-05-01,0.03,,,0.06,,0.08,0.11,0.2,0.3,0.65,1.07,1.66,2.44,2.83
2013-05-02,0.02,,,0.05,,0.08,0.11,0.2,0.3,0.65,1.07,1.66,2.44,2.82
2013-05-03,0.02,,,0.05,,0.08,0.11,0.22,0.34,0.73,1.17,1.78,2.58,2.96
2013-05-06,0.01,,,0.04,,0.08,0.11,0.22,0.34,0.74,1.19,1.8,2.6,2.98
2013-05-07,0.01,,,0.04,,0.08,0.1,0.22,0.35,0.75,1.21,1.82,2.62,3.0
2013-05-08,0.01,,,0.04,,0.08,0.11,0.22,0.35,0.75,1.2,1.81,2.61,2.99
2013-05-09,0.02,,,0.04,,0.08,0.11,0.22,0.35,0.75,1.2,1.81,2.6,3.01
2013-05-10,0.02,,,0.04,,0.08,0.11,0.26,0.38,0.82,1.28,1.9,2.7,3.1
2013-05-13,0.02,,,0.05,,0.08,0.13,0.24,0.4,0.83,1.3,1.92,2.73,3.13
2013-05-14,0.01,,,0.05,,0.09,0.12,0.26,0.41,0.85,1.33,1.96,2.77,3.17
2013-05-15,0.01,,,0.04,,0.09,0.12,0.26,0.4,0.84,1.32,1.94,2.76,3.16
2013-05-16,0.0,,,0.03,,0.08,0.12,0.23,0.37,0.79,1.25,1.87,2.69,3.09
2013-05-17,0.01,,,0.04,,0.08,0.12,0.26,0.4,0.84,1.32,1.95,2.77,3.17
2013-05-20,0.01,,,0.05,,0.09,0.12,0.26,0.4,0.85,1.33,1.97,2.79,3.18
2013-05-21,0.04,,,0.04,,0.09,0.12,0.26,0.39,0.84,1.31,1.94,2.75,3.14
2013-05-22,0.04,,,0.04,,0.08,0.11,0.26,0.41,0.91,1.4,2.03,2.83,3.21
2013-05-23,0.03,,,0.05,,0.08,0.12,0.26,0.42,0.91,1.4,2.02,2.82,3.2
2013-05-24,0.03,,,0.04,,0.07,0.12,0.26,0.41,0.9,1.39,2.01,2.8,3.18
2013-05-28,0.02,,,0.05,,0.09,0.13,0.29,0.49,1.02,1.53,2.15,2.95,3.31
2013-05-29,0.04,,,0.05,,0.08,0.14,0.3,0.49,1.02,1.51,2.13,2.91,3.27
2013-05-30,0.02,,,0.04,,0.07,0.13,0.31,0.49,1.01,1.51,2.13,2.92,3.28
2013-05-31,0.03,,,0.04,,0.07,0.14,0.3,0.52,1.05,1.55,2.16,2.95,3.3
2013-06-03,0.03,,,0.05,,0.08,0.14,0.3,0.5,1.03,1.53,2.13,2.92,3.27
2013-06-04,0.05,,,0.04,,0.08,0.14,0.32,0.48,1.05,1.55,2.14,2.95,3.3
2013-06-05,0.04,,,0.05,,0.08,0.14,0.3,0.48,1.02,1.52,2.1,2.9,3.25
2013-06-06,0.04,,,0.05,,0.08,0.14,0.3,0.48,1.01,1.49,2.08,2.89,3.23
2013-06-07,0.04,,,0.04,,0.07,0.14,0.32,0.52,1.1,1.59,2.17,2.98,3.33
2013-06-10,0.04,,,0.05,,0.08,0.14,0.32,0.55,1.13,1.62,2.22,3.03,3.36
2013-06-11,0.05,,,0.05,,0.08,0.14,0.34,0.57,1.12,1.61,2.2,3.0,3.33
2013-06-12,0.04,,,0.05,,0.08,0.14,0.34,0.57,1.15,1.64,2.25,3.04,3.37
2013-06-13,0.04,,,0.05,,0.08,0.14,0.32,0.55,1.11,1.6,2.19,2.99,3.33
2013-06-14,0.04,,,0.05,,0.08,0.13,0.29,0.49,1.04,1.53,2.14,2.95,3.28
2013-06-17,0.05,,,0.05,,0.08,0.13,0.27,0.49,1.06,1.57,2.19,3.01,3.35
2013-06-18,0.04,,,0.05,,0.08,0.13,0.27,0.48,1.07,1.58,2.2,3.0,3.34
2013-06-19,0.04,,,0.05,,0.08,0.13,0.31,0.58,1.24,1.76,2.33,3.09,3.41
2013-06-20,0.03,,,0.05,,0.09,0.14,0.33,0.62,1.31,1.84,2.41,3.18,3.49
2013-06-21,0.02,,,0.05,,0.09,0.13,0.38,0.7,1.42,1.95,2.52,3.26,3.56
2013-06-24,0.01,,,0.06,,0.11,0.16,0.42,0.73,1.48,2.02,2.57,3.27,3.56
2013-06-25,0.03,,,0.06,,0.11,0.17,0.43,0.74,1.49,2.03,2.6,3.31,3.6
2013-06-26,0.02,,,0.06,,0.11,0.16,0.39,0.69,1.45,1.98,2.55,3.27,3.58
2013-06-27,0.02,,,0.06,,0.11,0.15,0.36,0.66,1.38,1.91,2.49,3.22,3.54
2013-06-28,0.02,,,0.04,,0.1,0.15,0.36,0.66,1.41,1.96,2.52,3.22,3.52
2013-07-01,0.01,,,0.04,,0.09,0.15,0.34,0.65,1.39,1.93,2.5,3.19,3.48
2013-07-02,0.02,,,0.03,,0.08,0.14,0.34,0.64,1.38,1.92,2.48,3.18,3.47
2013-07-03,0.03,,,0.05,,0.08,0.14,0.36,0.67,1.42,1.97,2.52,3.22,3.49
2013-07-05,0.03,,,0.04,,0.08,0.15,0.4,0.77,1.6,2.19,2.73,3.41,3.68
2013-07-08,0.02,,,0.05,,0.07,0.14,0.37,0.71,1.51,2.11,2.65,3.35,3.63
2013-07-09,0.04,,,0.04,,0.08,0.14,0.37,0.71,1.5,2.08,2.65,3.36,3.64
2013-07-10,0.03,,,0.04,,0.08,0.13,0.38,0.73,1.54,2.12,2.7,3.4,3.68
2013-07-11,0.02,,,0.04,,0.07,0.13,0.34,0.65,1.4,1.99,2.6,3.33,3.64
2013-07-12,0.02,,,0.04,,0.07,0.12,0.37,0.66,1.43,2.0,2.61,3.34,3.64
2013-07-15,0.02,,,0.04,,0.07,0.11,0.34,0.66,1.4,1.97,2.57,3.3,3.61
2013-07-16,0.02,,,0.03,,0.07,0.1,0.34,0.64,1.38,1.95,2.55,3.28,3.58
2013-07-17,0.02,,,0.03,,0.08,0.11,0.32,0.6,1.33,1.91,2.52,3.27,3.57
2013-07-18,0.01,,,0.03,,0.07,0.11,0.32,0.61,1.35,1.95,2.56,3.32,3.63
2013-07-19,0.01,,,0.03,,0.07,0.11,0.32,0.59,1.31,1.9,2.5,3.25,3.56
2013-07-22,0.01,,,0.04,,0.07,0.1,0.32,0.59,1.32,1.9,2.5,3.25,3.55
2013-07-23,0.02,,,0.02,,0.07,0.12,0.33,0.6,1.33,1.92,2.53,3.27,3.58
2013-07-24,0.02,,,0.03,,0.07,0.12,0.34,0.64,1.4,2.0,2.61,3.34,3.65
2013-07-25,0.02,,,0.02,,0.06,0.12,0.32,0.62,1.38,2.0,2.61,3.34,3.65
2013-07-26,0.02,,,0.03,,0.07,0.11,0.31,0.59,1.36,1.98,2.58,3.31,3.61
2013-07-29,0.01,,,0.03,,0.07,0.11,0.33,0.61,1.37,2.0,2.61,3.35,3.66
2013-07-30,0.03,,,0.04,,0.07,0.11,0.33,0.62,1.39,2.02,2.63,3.36,3.67
2013-07-31,0.03,,,0.04,,0.08,0.11,0.31,0.61,1.38,2.0,2.6,3.34,3.64
2013-08-01,0.02,,,0.04,,0.08,0.13,0.35,0.65,1.49,2.15,2.74,3.48,3.77
2013-08-02,0.02,,,0.04,,0.07,0.11,0.3,0.59,1.36,2.01,2.63,3.39,3.69
2013-08-05,0.03,,,0.05,,0.08,0.12,0.32,0.61,1.39,2.04,2.67,3.42,3.73
2013-08-06,0.05,,,0.04,,0.08,0.12,0.32,0.62,1.39,2.04,2.67,3.42,3.73
2013-08-07,0.05,,,0.05,,0.08,0.12,0.32,0.61,1.38,2.0,2.61,3.37,3.68
2013-08-08,0.05,,,0.05,,0.07,0.12,0.3,0.61,1.36,1.98,2.58,3.37,3.65
2013-08-09,0.05,,,0.05,,0.07,0.11,0.32,0.61,1.36,1.98,2.57,3.36,3.63
2013-08-12,0.05,,,0.06,,0.08,0.12,0.32,0.62,1.39,2.01,2.61,3.39,3.67
2013-08-13,0.06,,,0.06,,0.08,0.12,0.34,0.68,1.49,2.13,2.71,3.48,3.75
2013-08-14,0.06,,,0.05,,0.07,0.12,0.34,0.67,1.48,2.12,2.71,3.48,3.75
2013-08-15,0.05,,,0.05,,0.08,0.13,0.36,0.7,1.54,2.18,2.77,3.54,3.81
2013-08-16,0.05,,,0.05,,0.08,0.13,0.36,0.73,1.6,2.25,2.84,3.61,3.86
2013-08-19,0.03,,,0.06,,0.08,0.13,0.36,0.76,1.63,2.29,2.88,3.64,3.89
2013-08-20,0.03,,,0.04,,0.07,0.13,0.36,0.73,1.57,2.22,2.82,3.59,3.86
2013-08-21,0.02,,,0.04,,0.07,0.14,0.38,0.76,1.64,2.3,2.87,3.64,3.9
2013-08-22,0.01,,,0.03,,0.06,0.14,0.42,0.82,1.71,2.34,2.9,3.63,3.88
2013-08-23,0.02,,,0.03,,0.06,0.14,0.4,0.8,1.66,2.27,2.82,3.55,3.8
2013-08-26,0.03,,,0.04,,0.07,0.13,0.41,0.79,1.61,2.23,2.79,3.52,3.77
2013-08-27,0.04,,,0.05,,0.07,0.12,0.38,0.77,1.56,2.15,2.72,3.45,3.7
2013-08-28,0.04,,,0.03,,0.07,0.14,0.4,0.79,1.62,2.22,2.78,3.5,3.75
2013-08-29,0.03,,,0.02,,0.06,0.14,0.39,0.79,1.6,2.2,2.75,3.45,3.7
2013-08-30,0.02,,,0.03,,0.05,0.13,0.39,0.79,1.62,2.24,2.78,3.46,3.7
2013-09-03,0.03,,,0.02,,0.05,0.14,0.43,0.83,1.68,2.31,2.86,3.54,3.79
2013-09-04,0.02,,,0.02,,0.05,0.14,0.46,0.89,1.74,2.36,2.9,3.56,3.8
2013-09-05,0.03,,,0.02,,0.06,0.16,0.52,0.97,1.85,2.45,2.98,3.64,3.88
2013-09-06,0.02,,,0.02,,0.05,0.14,0.46,0.91,1.77,2.38,2.94,3.62,3.87
2013-09-09,0.02,,,0.02,,0.04,0.12,0.45,0.87,1.71,2.34,2.9,3.6,3.84
2013-09-10,0.01,,,0.02,,0.04,0.13,0.5,0.92,1.78,2.4,2.96,3.65,3.88
2013-09-11,0.01,,,0.02,,0.05,0.12,0.47,0.88,1.72,2.34,2.93,3.61,3.85
2013-09-12,0.01,,,0.01,,0.02,0.13,0.45,0.87,1.72,2.34,2.92,3.6,3.85
2013-09-13,0.01,,,0.01,,0.02,0.13,0.45,0.87,1.71,2.32,2.9,3.59,3.84
2013-09-16,0.01,,,0.02,,0.04,0.13,0.41,0.8,1.65,2.27,2.88,3.61,3.87
2013-09-17,0.01,,,0.01,,0.04,0.12,0.39,0.78,1.62,2.26,2.86,3.57,3.84
2013-09-18,0.01,,,0.01,,0.04,0.11,0.34,0.67,1.43,2.05,2.69,3.46,3.75
2013-09-19,0.0,,,0.01,,0.03,0.1,0.34,0.69,1.49,2.13,2.76,3.52,3.8
2013-09-20,0.01,,,0.01,,0.05,0.11,0.34,0.69,1.5,2.13,2.75,3.5,3.77
2013-09-23,0.01,,,0.02,,0.05,0.1,0.35,0.68,1.48,2.1,2.72,3.46,3.73
2013-09-24,0.02,,,0.02,,0.05,0.1,0.35,0.67,1.44,2.05,2.67,3.4,3.67
2013-09-25,0.02,,,0.02,,0.05,0.1,0.36,0.66,1.41,2.01,2.63,3.37,3.65
2013-09-26,0.04,,,0.0,,0.03,0.09,0.34,0.67,1.43,2.05,2.66,3.41,3.69
2013-09-27,0.03,,,0.02,,0.03,0.1,0.34,0.64,1.4,2.02,2.64,3.4,3.68
2013-09-30,0.03,,,0.02,,0.04,0.1,0.33,0.63,1.39,2.02,2.64,3.41,3.69
2013-10-01,0.1,,,0.02,,0.04,0.1,0.33,0.66,1.42,2.04,2.66,3.43,3.72
2013-10-02,0.08,,,0.02,,0.05,0.11,0.31,0.62,1.38,2.01,2.63,3.41,3.7
2013-10-03,0.12,,,0.03,,0.05,0.11,0.33,0.61,1.36,1.99,2.62,3.4,3.71
2013-10-04,0.11,,,0.03,,0.04,0.11,0.33,0.66,1.41,2.05,2.66,3.43,3.73
2013-10-07,0.13,,,0.03,,0.06,0.12,0.37,0.66,1.41,2.03,2.65,3.41,3.7
2013-10-08,0.27,,,0.05,,0.09,0.15,0.4,0.7,1.43,2.05,2.66,3.41,3.7
2013-10-09,0.26,,,0.05,,0.08,0.15,0.37,0.68,1.43,2.06,2.68,3.43,3.73
2013-10-10,0.25,,,0.05,,0.07,0.14,0.35,0.68,1.44,2.09,2.71,3.46,3.75
2013-10-11,0.25,,,0.08,,0.07,0.14,0.35,0.66,1.42,2.07,2.7,3.45,3.74
2013-10-15,0.32,,,0.14,,0.16,0.16,0.37,0.68,1.45,2.11,2.75,3.5,3.78
2013-10-16,0.14,,,0.1,,0.11,0.15,0.34,0.64,1.41,2.06,2.69,3.43,3.72
2013-10-17,0.01,,,0.05,,0.08,0.13,0.33,0.61,1.35,1.98,2.61,3.36,3.66
2013-10-18,0.01,,,0.04,,0.08,0.12,0.33,0.62,1.35,1.98,2.6,3.36,3.65
2013-10-21,0.02,,,0.04,,0.07,0.11,0.33,0.63,1.38,2.01,2.63,3.39,3.68
2013-10-22,0.04,,,0.04,,0.07,0.1,0.31,0.59,1.3,1.92,2.54,3.31,3.61
2013-10-23,0.02,,,0.04,,0.07,0.11,0.31,0.6,1.3,1.9,2.51,3.29,3.59
2013-10-24,0.02,,,0.03,,0.07,0.12,0.33,0.59,1.32,1.92,2.53,3.3,3.61
2013-10-25,0.02,,,0.04,,0.08,0.11,0.32,0.59,1.3,1.9,2.53,3.3,3.6
2013-10-28,0.02,,,0.04,,0.08,0.11,0.32,0.59,1.31,1.91,2.54,3.31,3.61
2013-10-29,0.06,,,0.04,,0.08,0.11,0.31,0.59,1.29,1.9,2.53,3.31,3.62
2013-10-30,0.05,,,0.04,,0.09,0.11,0.33,0.58,1.3,1.93,2.55,3.33,3.63
2013-10-31,0.03,,,0.04,,0.08,0.1,0.31,0.57,1.31,1.95,2.57,3.33,3.63
2013-11-01,0.03,,,0.04,,0.08,0.1,0.33,0.61,1.37,2.03,2.65,3.4,3.69
2013-11-04,0.02,,,0.05,,0.09,0.09,0.32,0.6,1.36,2.01,2.63,3.4,3.7
2013-11-05,0.06,,,0.05,,0.08,0.1,0.32,0.6,1.39,2.06,2.69,3.46,3.76
2013-11-06,0.05,,,0.05,,0.09,0.11,0.3,0.58,1.34,2.02,2.67,3.46,3.77
2013-11-07,0.04,,,0.05,,0.09,0.11,0.29,0.55,1.31,1.98,2.63,3.41,3.71
2013-11-08,0.04,,,0.06,,0.09,0.12,0.32,0.62,1.42,2.12,2.77,3.55,3.84
2013-11-12,0.05,,,0.08,,0.1,0.13,0.34,0.65,1.47,2.16,2.8,3.57,3.86
2013-11-13,0.06,,,0.08,,0.1,0.13,0.32,0.61,1.41,2.1,2.75,3.54,3.83
2013-11-14,0.06,,,0.08,,0.1,0.13,0.29,0.56,1.34,2.04,2.69,3.49,3.79
2013-11-15,0.06,,,0.08,,0.1,0.13,0.31,0.58,1.36,2.06,2.71,3.5,3.8
2013-11-18,0.05,,,0.09,,0.1,0.13,0.31,0.56,1.33,2.02,2.67,3.46,3.76
2013-11-19,0.05,,,0.08,,0.1,0.14,0.29,0.58,1.37,2.06,2.71,3.5,3.8
2013-11-20,0.06,,,0.08,,0.11,0.12,0.28,0.57,1.39,2.13,2.8,3.61,3.9
2013-11-21,0.02,,,0.07,,0.1,0.12,0.29,0.55,1.38,2.12,2.79,3.59,3.89
2013-11-22,0.02,,,0.07,,0.1,0.12,0.31,0.57,1.37,2.1,2.75,3.54,3.84
2013-11-25,0.04,,,0.08,,0.11,0.14,0.3,0.57,1.37,2.08,2.74,3.53,3.83
2013-11-26,0.07,,,0.07,,0.11,0.13,0.29,0.55,1.34,2.05,2.71,3.5,3.8
2013-11-27,0.06,,,0.07,,0.11,0.13,0.28,0.55,1.36,2.08,2.74,3.52,3.81
2013-11-29,0.05,,,0.06,,0.11,0.13,0.28,0.56,1.37,2.1,2.75,3.54,3.82
2013-12-02,0.02,,,0.05,,0.1,0.13,0.3,0.59,1.43,2.16,2.81,3.58,3.86
2013-12-03,0.04,,,0.06,,0.1,0.13,0.28,0.58,1.4,2.13,2.79,3.56,3.84
2013-12-04,0.04,,,0.06,,0.1,0.14,0.3,0.6,1.45,2.19,2.84,3.63,3.9
2013-12-05,0.02,,,0.06,,0.1,0.13,0.3,0.61,1.49,2.23,2.88,3.65,3.92
2013-12-06,0.03,,,0.06,,0.1,0.13,0.3,0.64,1.51,2.23,2.88,3.63,3.9
2013-12-09,0.04,,,0.07,,0.1,0.13,0.3,0.64,1.5,2.23,2.86,3.61,3.88
2013-12-10,0.03,,,0.07,,0.1,0.14,0.3,0.62,1.46,2.17,2.81,3.56,3.83
2013-12-11,0.02,,,0.07,,0.1,0.13,0.31,0.63,1.5,2.21,2.86,3.61,3.87
2013-12-12,0.01,,,0.07,,0.09,0.14,0.34,0.67,1.55,2.26,2.89,3.63,3.91
2013-12-13,0.02,,,0.07,,0.09,0.14,0.34,0.68,1.55,2.25,2.88,3.61,3.88
2013-12-16,0.02,,,0.07,,0.09,0.13,0.34,0.68,1.55,2.26,2.89,3.63,3.9
2013-12-17,0.02,,,0.07,,0.09,0.14,0.34,0.65,1.52,2.22,2.85,3.6,3.88
2013-12-18,0.01,,,0.07,,0.1,0.13,0.32,0.64,1.55,2.26,2.89,3.63,3.9
2013-12-19,0.01,,,0.06,,0.09,0.13,0.35,0.7,1.63,2.35,2.94,3.64,3.91
2013-12-20,0.02,,,0.07,,0.09,0.13,0.37,0.74,1.66,2.33,2.89,3.57,3.82
2013-12-23,0.01,,,0.07,,0.09,0.14,0.38,0.77,1.68,2.37,2.94,3.6,3.85
2013-12-24,0.01,,,0.07,,0.09,0.14,0.38,0.8,1.73,2.43,2.99,3.66,3.9
2013-12-26,0.0,,,0.07,,0.09,0.13,0.42,0.81,1.74,2.43,3.0,3.68,3.92
2013-12-27,0.01,,,0.07,,0.09,0.12,0.4,0.79,1.74,2.44,3.02,3.7,3.94
2013-12-30,0.01,,,0.07,,0.1,0.13,0.39,0.77,1.71,2.4,2.99,3.66,3.9
2013-12-31,0.01,,,0.07,,0.1,0.13,0.38,0.78,1.75,2.45,3.04,3.72,3.96
